"","Location","Score","address","city_sector","miles_to_city_center","guest_rating_score","guest_rating_verbal","num_of_hotel_com_reviews","trip_advisor_rating","hotel_id","star_rating","hotel_coordinates","num_of_rooms","num_of_floors","rest","bar_lounge","gym","meeting_room","ac","wifi","laundry","pool","parking","district_adr","avg_adr","isBrandGlobal","brandNameGlobal","isBrandUK","brandNameUK","isBrandLondon","brandNameLondon","walk_score","below_above_adr","avg_adr_div_dist_adr","restaurants","bars","cafe","college","casino","nightclub","pharmacy","theatre","university","antiques","art","bakery","tattoo","cinema","library","marketplace","railway_station","subway","hotels","volume","isBrand"
"196","OYO Home Docklands 2 Bedroom Apartment",NA,"Meridian Place, London, England, E14 9FF, United Kingdom, 866-573-4235","Canary Wharf",4.9,8,"Very Good",NA,NA,779152320,3.5,"51.50066,-0.01347",NA,NA,0,0,0,0,0,0,0,0,1,229.3050847,207.5,0,"Other",0,"Other",0,"Other",87,0,0.9049079755,26,3,14,0,0,0,3,1,0,0,0,1,0,0,1,0,2,0,0,"Normal",0
"197","OYO The Bridge House Hotel",NA,"Reigate Hill, Reigate, England, RH2 9RP, United Kingdom, 866-573-4235","Reigate",NA,6,"Good",245,2.5,228426,3,"51.25523,-0.19352",39,NA,1,1,0,1,1,1,1,0,1,72,49.5,0,"Other",0,"Other",0,"Other",22,0,0.6875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal",0
"198","Oatlands Park Hotel",NA,"146 Oatlands Drive, Weybridge, England, KT13 9HB, United Kingdom, 866-573-4235","Weybridge",NA,8.2,"Very Good",166,4,232938,4,"51.375,-0.44193",144,3,1,1,1,1,1,1,1,0,1,128,93.5,0,"Other",0,"Other",0,"Other",63,0,0.73046875,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"199","Pelican London Hotel and Residence",NA,"203 Blackshaw Road, London, England, SW17 0BZ, United Kingdom, 866-573-4235","London",6,8.4,"Very Good",249,4,682500,3,"51.42598,-0.17826",59,NA,0,0,0,0,1,1,1,0,0,140.5582192,79.25,0,"Other",0,"Other",0,"Other",80,0,0.5638233073,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"200","Petersham Hotel",NA,"Nightingale Lane, Richmond, England, TW10 6UZ, United Kingdom, 866-573-4235","Richmond-upon-Thames",8.4,8.8,"Fabulous",222,4,606011,4,"51.45132,-0.299623",58,NA,1,1,0,1,0,1,1,0,1,132.2,184.5,0,"Other",0,"Other",0,"Other",72,1,1.395612708,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"201","Pioneer Close",NA,"26 Pioneer Close, London, England, E14 6BF, United Kingdom, 866-573-4235","Tower Hamlets",4.8,NA,NA,NA,NA,1222491392,2.5,"51.517734,-0.01831",NA,NA,0,0,0,0,0,0,0,0,1,124.375,44,0,"Other",0,"Other",0,"Other",85,0,0.3537688442,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"202","Plumstead Serviced Apartment",NA,"Plumstead High Street, London, England, SE18 1JL, United Kingdom, 866-573-4235","London",NA,4,"",NA,NA,1192112896,3.5,"51.48631,0.096863",NA,NA,0,0,0,0,0,0,0,0,1,140.5582192,101,0,"Other",0,"Other",0,"Other",81,0,0.7185634578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Normal",0
"203","Queens Hotel",NA,"324 Seven Sisters Road, Finsbury Park, London, England, N4 2AP, United Kingdom, 866-573-4235","London",4.2,7.4,"Good",256,3.5,400343,3,"51.566001,-0.102387",27,5,0,0,0,0,0,1,0,0,0,140.5582192,126.75,0,"Other",0,"Other",0,"Other",90,0,0.9017615671,11,5,66,0,0,0,5,1,0,0,0,7,0,0,0,0,2,0,26,"Normal",0
"204","Ramada by Wyndham Cobham",NA,"Cobham Services, M25 J9/10 Downside, Cobham, England, KT11 3DB, United Kingdom, 866-573-4235","Cobham",NA,8.2,"Very Good",250,4,417056,3,"51.306633,-0.409296",75,2,0,0,0,0,1,1,1,0,1,117.3333333,65.5,1,"Wyndham",1,"Ramada",0,"Other",13,0,0.5582386364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal",1
"205","Ramada by Wyndham London Finchley",NA,"3 Leisure Way, High Road, Finchley, London, England, N12 0QZ, United Kingdom, 866-573-4235","London",NA,7.8,"Good",309,3.5,173700,3,"51.60585,-0.174317",88,3,1,1,1,1,0,1,1,0,1,140.5582192,102.6666667,1,"Wyndham",1,"Ramada",0,"Other",85,0,0.7304209406,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Normal",1
"206","Ramada by Wyndham South Mimms M25",NA,"Welcome Break Service Area, Potters Bar, England, EN6 3QQ, United Kingdom, 866-573-4235","Potters Bar",NA,7.6,"Good",277,3.5,188332,3.5,"51.687113,-0.221622",75,3,1,1,0,0,0,1,1,0,1,58.66666667,58.66666667,1,"Wyndham",1,"Ramada",0,"Other",41,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",1
"207","Roomzzz London Stratford",NA,"66 West Ham Lane, London, England, E15 4PT, United Kingdom, 866-573-4235","Stratford",6.1,9.6,"Exceptional",302,4.5,847334816,4,"51.53741,0.00588",98,NA,0,0,1,1,1,1,1,0,1,152.72,189.75,0,"Other",0,"Other",0,"Other",89,1,1.24246988,33,0,40,43,0,0,6,0,0,0,0,2,0,0,0,0,1,0,19,"Normal",0
"208","Seraphine Kensington Olympia Hotel",2,"225 Kensington High Street, London, London, England, W8 6SA, United Kingdom, 866-573-4235","Kensington",3,7.4,"Good",294,3.5,356743,4,"51.49932,-0.19738",40,NA,0,0,0,0,1,1,0,0,1,204.2153846,147.5,0,"Other",0,"Other",0,"Other",99,0,0.722276631,65,0,28,0,0,0,17,1,0,0,0,2,0,0,0,0,1,0,25,"Normal",0
"209","Sir Christopher Wren Hotel and Spa",NA,"Thames Street, Windsor, England, SL4 1PX, United Kingdom, 866-573-4235","Windsor",NA,8.4,"Very Good",266,4,151432,4,"51.48538,-0.60785",133,3,1,1,1,1,1,1,1,0,1,184,204,0,"Other",0,"Other",0,"Other",89,1,1.108695652,74,5,36,0,0,0,1,9,0,0,0,0,0,0,1,0,14,0,7,"Normal",0
"210","Sir Christopher Wren Hotel and Spa",NA,"Thames Street, Windsor, England, SL4 1PX, United Kingdom, 866-573-4235","Windsor",NA,8.4,"Very Good",265,4,151432,4,"51.48538,-0.60785",133,3,1,1,1,1,1,1,1,0,1,184,204,0,"Other",0,"Other",0,"Other",89,1,1.108695652,74,5,36,0,0,0,1,9,0,0,0,0,0,0,1,0,14,0,7,"Normal",0
"211","Spring River by Marston's Inns",NA,"Talbot Lane, Gravesend, England, DA10 1AZ, United Kingdom, 866-573-4235","Gravesend",NA,9.2,"Superb",309,4.5,781806336,3,"51.4318,0.31734",104,NA,1,1,0,0,1,1,0,0,1,88.53333333,59.33333333,0,"Other",0,"Other",0,"Other",NA,0,0.6701807229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"212","St Paul Hotel",1,"153 Hammersmith Road, London, England, W14 0QL, United Kingdom, 866-573-4235","Hammersmith",4,9,"Superb",265,4.5,464151,4,"51.493276,-0.218624",35,NA,1,1,0,1,1,1,1,0,0,118.5217391,216.75,0,"Other",0,"Other",0,"Other",97,1,1.82877843,72,3,49,17,0,0,11,0,0,0,1,0,0,0,14,0,3,1,30,"Normal",0
"213","St Paul Hotel",1,"153 Hammersmith Road, London, England, W14 0QL, United Kingdom, 866-573-4235","Hammersmith",4,9,"Superb",264,4.5,464151,4,"51.493276,-0.218624",35,NA,1,1,0,1,1,1,1,0,0,118.5217391,216.75,0,"Other",0,"Other",0,"Other",97,1,1.82877843,72,3,49,17,0,0,11,0,0,0,1,0,0,0,14,0,3,1,30,"Normal",0
"214","Staybridge Suites London - Heathrow Bath Road",NA,"276A Bath Road, West Drayton, England, UB7 0DQ, United Kingdom, 866-573-4235","West Drayton",15,9.8,"Exceptional",108,5,824281440,4,"51.48343,-0.46233",190,6,0,0,1,1,1,1,1,0,1,101.2641509,127.75,0,"Other",0,"Other",0,"Other",40,1,1.261552078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Normal",0
"215","Staybridge Suites London - Stratford City",NA,"10 B Chestnut Plaza Westfield, Stratford City, London, England, E20 1GL, United Kingdom, 866-573-4235","Stratford",5.8,9.2,"Superb",227,4.5,399466,4,"51.542735,-0.005461",162,12,0,1,1,0,1,1,1,0,1,152.72,204,0,"Other",0,"Other",0,"Other",92,1,1.335777894,54,9,50,22,0,0,19,20,0,0,0,16,0,2,0,0,3,0,30,"Normal",0
"216","Staybridge Suites London - Stratford City",NA,"10 B Chestnut Plaza Westfield, Stratford City, London, England, E20 1GL, United Kingdom, 866-573-4235","Stratford",5.8,9.2,"Superb",226,4.5,399466,4,"51.542735,-0.005461",162,12,0,1,1,0,1,1,1,0,1,152.72,204,0,"Other",0,"Other",0,"Other",92,1,1.335777894,54,9,50,22,0,0,19,20,0,0,0,16,0,2,0,0,3,0,30,"Normal",0
"217","Staybridge Suites London - Vauxhall",NA,"100 Vauxhall Walk, London, England, 0000, United Kingdom, 866-573-4235","Vauxhall",1.2,9.4,"Exceptional",283,5,460366,4,"51.491321,-0.119114",93,5,0,0,1,1,0,1,1,0,1,221.5,227.25,0,"Other",0,"Other",0,"Other",96,1,1.025959368,12,7,23,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,21,"Normal",0
"218","Staycity Aparthotels Deptford Bridge Station",NA,"18-20 Deptford Bridge, London, England, SE8 4HH, United Kingdom, 866-573-4235","London",5,8.4,"Very Good",260,4.5,448740,3,"51.474482,-0.023467",98,7,0,0,1,0,1,1,1,0,1,140.5582192,90.5,0,"Other",0,"Other",0,"Other",97,0,0.6438613162,26,15,28,0,0,0,0,1,0,0,0,0,0,1,18,92,1,0,0,"Normal",0
"219","Staycity Aparthotels Deptford Bridge Station",NA,"18-20 Deptford Bridge, London, England, SE8 4HH, United Kingdom, 866-573-4235","London",5,8.4,"Very Good",261,4.5,448740,3,"51.474482,-0.023467",98,7,0,0,1,0,1,1,1,0,1,140.5582192,90.5,0,"Other",0,"Other",0,"Other",97,0,0.6438613162,26,15,28,0,0,0,0,1,0,0,0,0,0,1,18,92,1,0,0,"Normal",0
"220","Staycity Aparthotels Greenwich High Road",NA,"65 Greenwich High Road, London, England, SE10 8JL, United Kingdom, 866-573-4235","London",5.2,8.4,"Very Good",234,4.5,448739,3,"51.475888,-0.018826",68,3,0,0,0,0,1,1,1,0,1,140.5582192,89.75,0,"Other",0,"Other",0,"Other",96,0,0.6385254489,16,8,31,54,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,"Normal",0
"221","Staycity Aparthotels Greenwich High Road",NA,"65 Greenwich High Road, London, England, SE10 8JL, United Kingdom, 866-573-4235","London",5.2,8.4,"Very Good",233,4.5,448739,3,"51.475888,-0.018826",68,3,0,0,0,0,1,1,1,0,1,140.5582192,89.75,0,"Other",0,"Other",0,"Other",96,0,0.6385254489,16,8,31,54,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,"Normal",0
"222","Swiss Cottage Boutique Apartment",NA,"Regency Lodge Adelaide Road, London, England, NW3 5EE, United Kingdom, 866-573-4235","Hampstead",3.1,NA,NA,NA,NA,1129002336,4,"51.54193,-0.174718",NA,NA,0,0,0,0,0,0,0,0,1,126.3225806,NA,0,"Other",0,"Other",0,"Other",94,NA,NA,19,1,4,0,0,0,1,0,21,0,0,0,0,0,0,1,13,0,29,"Normal",0
"223","The Bermondsey Square Hotel",4,"Bermondsey Square, Tower Bridge Road, London, England, SE1 3UN, United Kingdom, 866-573-4235","Bermondsey",2.1,8.6,"Fabulous",281,4,312278,4,"51.497824,-0.08155",90,NA,1,0,0,1,1,1,1,0,0,200.9423077,162.75,0,"Other",0,"Other",0,"Other",98,0,0.809933965,48,15,28,0,0,0,2,0,0,1,2,5,0,1,0,2,0,2,6,"Normal",0
"224","The Bermondsey Square Hotel",4,"Bermondsey Square, Tower Bridge Road, London, England, SE1 3UN, United Kingdom, 866-573-4235","Bermondsey",2.1,8.6,"Fabulous",281,4,312278,4,"51.497824,-0.08155",90,NA,1,0,0,1,1,1,1,0,0,140.25,140.25,0,"Other",0,"Other",0,"Other",98,1,1,48,15,28,0,0,0,2,0,0,1,2,5,0,1,0,2,0,2,6,"Normal",0
"225","The Bull Hotel",NA,"Oxford Road, Gerrards Cross, England, SL9 7PA, United Kingdom, 866-573-4235","Gerrards Cross",NA,8.8,"Fabulous",133,4,267080,4,"51.587,-0.56298",147,2,1,1,1,1,0,1,1,0,1,117.8,122,0,"Other",0,"Other",0,"Other",65,1,1.03565365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal",0
"226","The East London Hotel",4,"309-317 Cambridge Heath Road, Bethnal Green, London, England, E2 9LH, United Kingdom, 866-573-4235","Bethnal Green",3.4,8.6,"Fabulous",303,4.5,876918080,3.5,"51.528668,-0.055586",161,8,1,1,1,0,1,1,1,0,0,139.4857143,242,0,"Other",0,"Other",0,"Other",99,1,1.734944695,43,7,32,1,0,0,4,0,0,0,0,1,0,1,27,0,72,0,0,"Normal",0
"227","The East London Hotel",4,"309-317 Cambridge Heath Road, Bethnal Green, London, England, E2 9LH, United Kingdom, 866-573-4235","Bethnal Green",3.4,8.6,"Fabulous",304,4.5,876918080,3.5,"51.528668,-0.055586",161,8,1,1,1,0,1,1,1,0,0,139.4857143,242,0,"Other",0,"Other",0,"Other",99,1,1.734944695,43,7,32,1,0,0,4,0,0,0,0,1,0,1,27,0,72,0,0,"Normal",0
"228","The French Horn Cottage",NA,"5 French Horn Court, Church Street, Ware, England, SG12 9XA, United Kingdom, 866-573-4235","Ware",NA,NA,NA,NA,NA,1175612960,4,"51.8111,-0.030955",NA,NA,0,0,0,0,0,0,0,0,1,99.57142857,88,0,"Other",0,"Other",0,"Other",82,0,0.8837876614,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Normal",0
"229","The Harlow Hotel By AccorHotels",NA,"Southern Way, Harlow, England, CM18 7BA, United Kingdom, 866-573-4235","Harlow",NA,6.6,"Good",247,3,237010,3,"51.75583,0.12566",119,2,1,1,1,1,1,1,1,1,1,63.9,69,1,"AccorHotels",0,"Other",0,"Other",51,1,1.079812207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",1
"230","The Hide London",NA,"230 Hendon Way, London, England, NW4 3NE, United Kingdom, 866-573-4235","London",NA,9.2,"Superb",269,4.5,639526,3.5,"51.581,-0.22595",22,NA,0,1,0,0,1,1,0,0,1,140.5582192,106,0,"Other",0,"Other",0,"Other",92,0,0.7541359062,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal",0
"231","The Inn on the Lake Hotel",NA,"A2 Shorne, Gravesend, England, DA12 3HB, United Kingdom, 866-573-4235","Gravesend",NA,7.8,"Good",280,3.5,587245,3,"51.403571,0.405064",76,NA,1,1,0,1,0,1,0,0,1,88.53333333,68,0,"Other",0,"Other",0,"Other",NA,0,0.7680722892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"232","The LaLit London",2,"181 Tooley Street, London, England, SE1 2JR, United Kingdom, 866-573-4235","Bermondsey",2.1,9.4,"Exceptional",272,4.5,666176,5,"51.50317,-0.07918",70,4,1,1,1,1,1,1,1,0,1,200.9423077,254.25,0,"Other",0,"Other",0,"Other",97,1,1.265288544,98,17,34,0,0,5,0,32,0,1,2,4,0,0,0,1,1,2,54,"Normal",0
"233","The Lensbury",NA,"Broom Road, Teddington, England, TW11 9NU, United Kingdom, 866-573-4235","Richmond-upon-Thames",NA,8.2,"Very Good",127,4,66705632,4,"51.42794,-0.31887",171,NA,1,1,1,1,0,1,1,1,1,132.2,146,0,"Other",0,"Other",0,"Other",77,1,1.104387292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"234","The Lodge Hotel - Putney",1,"52-54 Upper Richmond Road, Putney, London, England, SW15 2RN, United Kingdom, 866-573-4235","Putney",4.8,8.8,"Fabulous",219,4,116628,4,"51.4575,-0.20632",73,3,1,1,1,1,0,1,1,0,1,107.375,118,0,"Other",0,"Other",0,"Other",89,1,1.09895227,11,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Normal",0
"235","The London Pembury Hotel",NA,"326 Seven Sisters Road, London, England, N4 2AP, United Kingdom, 866-573-4235","London",4.2,6.8,"Good",231,3,347126,3,"51.566132,-0.10219",80,3,0,0,0,0,0,1,0,0,1,140.5582192,77.75,0,"Other",0,"Other",0,"Other",90,0,0.5531515727,7,5,66,0,0,0,5,1,0,0,0,7,0,0,0,0,2,0,26,"Normal",0
"236","The Manor Elstree",NA,"Barnet Lane, Borehamwood, England, WD6 3RE, United Kingdom, 866-573-4235","Borehamwood",NA,8.4,"Very Good",196,4.5,172453,4.5,"51.639348,-0.290119",49,3,1,1,1,1,0,1,0,0,1,74.44444444,86.33333333,0,"Other",0,"Other",0,"Other",31,1,1.159701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"237","The Mitre Hotel Hampton Court",NA,"Hampton Court Road, Hampton Court, Surrey, East Molesey, England, KT8 9BN, United Kingdom, 866-573-4235","Richmond-upon-Thames",NA,8,"Very Good",303,3.5,398856,4,"51.404301,-0.342065",36,4,1,1,0,1,0,1,1,0,1,132.2,85,0,"Other",0,"Other",0,"Other",60,0,0.6429652042,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal",0
"238","The Stanwell Heathrow",NA,"171 Town Lane, Stanwell, Staines, England, TW19 7PW, United Kingdom, 866-573-4235","Staines",16,8.6,"Fabulous",264,4.5,353022,4,"51.455387,-0.482264",53,3,1,1,1,1,0,1,1,0,1,94.6875,80.5,0,"Other",0,"Other",0,"Other",53,0,0.8501650165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,"Normal",0
"239","The Talbot Inn",NA,"High Street, Ripley, Woking, England, GU23 6BB, United Kingdom, 866-573-4235","Woking",NA,8.4,"Very Good",282,4,80098240,4,"51.301386,-0.489354",43,NA,1,1,0,0,0,1,0,0,1,118.1666667,92.66666667,0,"Other",0,"Other",0,"Other",51,0,0.784203103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"240","The Thames Hotel",NA,"Ray Mead Road, Maidenhead, England, SL68NR, United Kingdom, 866-573-4235","Maidenhead",NA,7.6,"Good",292,3.5,255131,3,"51.526642,-0.702542",35,3,1,1,0,1,0,1,1,0,1,115.1818182,69,0,"Other",0,"Other",0,"Other",65,0,0.5990528808,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"Normal",0
"241","The White Hart Hotel",NA,"1 High Street, Hampton Wick, Kingston Upon Thames, England, KT1 4DA, United Kingdom, 866-573-4235","Richmond-upon-Thames",NA,9.2,"Superb",261,4.5,229640,3.5,"51.41163,-0.31108",37,2,1,1,0,0,1,1,1,0,1,132.2,116.5,0,"Other",0,"Other",0,"Other",93,0,0.8812405446,15,2,6,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,"Normal",0
"242","Tower Bridge Apartment",NA,"Flat 7, 2 Queen Elizabeth Street, London, England, SE1 2LL, United Kingdom, 866-573-4235","Wapping",2.6,NA,NA,NA,NA,955480992,3,"51.49691,-0.073671",NA,NA,0,0,0,0,0,0,0,0,1,164.5454545,186.6666667,0,"Other",0,"Other",0,"Other",95,1,1.134438306,8,4,16,0,0,0,1,0,0,1,0,4,0,1,0,2,0,0,1,"Normal",0
"243","Tower Bridge Apartment",NA,"Flat 7, 2 Queen Elizabeth Street, London, England, SE1 2LL, United Kingdom, 866-573-4235","Wapping",2.6,NA,NA,NA,NA,1175190304,NA,"51.51,-0.067392",NA,NA,0,0,0,0,0,0,0,0,1,164.5454545,186.6666667,0,"Other",0,"Other",0,"Other",96,1,1.134438306,82,12,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Normal",0
"244","Two Bedroom Flat in Deptford",NA,"2 Tanner's Hill, London, England, SE8 4PJ, United Kingdom, 866-573-4235","London",4.9,NA,NA,NA,NA,1192898304,3,"51.474733,-0.026539",NA,NA,0,0,0,0,0,0,0,0,1,140.5582192,109,0,"Other",0,"Other",0,"Other",97,0,0.7754793753,26,15,29,0,0,0,5,1,0,0,0,0,0,1,18,92,3,0,0,"Normal",0
"245","Victorian Stop",NA,"332 Latimer Rd, London, England, W10 6QN, United Kingdom, 866-573-4235","Notting Hill",4.3,NA,NA,NA,NA,1144876288,4,"51.5197,-0.22584",NA,NA,0,0,0,0,0,0,0,0,1,139.2068966,155,0,"Other",0,"Other",0,"Other",82,1,1.113450582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Normal",0
"246","Viking Hotel",NA,"162 Romford Road, London, England, E15 4LD, United Kingdom, 866-573-4235","Stratford",6.6,6.8,"Good",287,3,312482,3,"51.544265,0.014854",102,NA,0,0,0,0,0,1,0,0,1,152.72,64.5,0,"Other",0,"Other",0,"Other",81,0,0.4223415401,17,0,15,37,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,"Normal",0
"247","Walter Place",NA,"Walter Walk, Edgeware, Edgware, England, HA8 8NB, United Kingdom, 866-573-4235","Edgware",NA,NA,NA,NA,NA,1145005632,4,"51.610971,-0.262478",NA,NA,0,0,0,0,0,0,0,0,1,100,100,0,"Other",0,"Other",0,"Other",72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
"248","Waltham Abbey Marriott Hotel",NA,"Old Shire Lane, Waltham Abbey, England, EN9 3LX, United Kingdom, 866-573-4235","Waltham Abbey",NA,7.8,"Good",265,3.5,183484,4,"51.681603,0.029169",162,2,1,1,0,1,1,1,1,1,1,169.5,169.5,1,"Marriott",0,"Other",0,"Other",29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Normal",1
"249","West Lodge Park Hotel",NA,"Cockfosters Road, Hadley Wood, Barnet, England, EN4 OPY, United Kingdom, 866-573-4235","Barnet",NA,8.6,"Fabulous",225,4.5,204822,4,"51.66962,-0.15716",59,3,1,1,0,1,0,1,1,0,1,70.66666667,70.66666667,0,"Other",0,"Other",0,"Other",12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal",0
"250","Westow House",NA,"Westow Hill, London, England, SE19 1TX, United Kingdom, 866-573-4235","London",NA,NA,NA,NA,NA,1124355200,3.5,"51.4197,-0.079556",NA,NA,0,0,0,0,0,0,0,0,1,140.5582192,109,0,"Other",0,"Other",0,"Other",95,0,0.7754793753,114,32,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45,"Normal",0
"251","Yotel Air London Gatwick",NA,"London Gatwick Airport South Terminal, Ground Floor, Arrivals Concourse, Gatwick, England, RH6 0NN, United Kingdom, 866-573-4235","Gatwick",NA,8.4,"Very Good",298,4.5,608031328,3.5,"51.15635,-0.16308",46,NA,0,0,0,0,1,1,0,0,0,116.1875,106,0,"Other",1,"YOTEL",0,"Other",63,0,0.9123184508,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"Normal",1
"252","Yotel Air London Heathrow (Landside)",NA,"London Heathrow Airport, Arrivals Mezzanine Landslide Terminal 4, Hounslow, England, TW6 3XA, United Kingdom, 866-573-4235","Hounslow",14,8,"Very Good",254,4.5,608031392,3.5,"51.459169,-0.446217",32,1,0,0,0,0,1,1,0,0,0,102.2264151,122.6666667,0,"Other",1,"YOTEL",0,"Other",64,1,1.199950781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,"Normal",1
"253","ibis London Docklands Canary Wharf",2,"1 Baffin Way off Preston Road, London, England, E14 9PE, United Kingdom, 866-573-4235","Canary Wharf",5.2,8.2,"Very Good",217,4,183500,3,"51.506815,-0.007012",87,4,1,1,0,1,0,1,1,0,1,229.3050847,187.5,0,"Other",0,"Other",0,"Other",90,0,0.8176879296,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,"Normal",0
"254","ibis London Docklands Canary Wharf",2,"1 Baffin Way off Preston Road, London, England, E14 9PE, United Kingdom, 866-573-4235","Canary Wharf",5.2,8.2,"Very Good",218,4,183500,3,"51.506815,-0.007012",87,4,1,1,0,1,0,1,1,0,1,229.3050847,187.5,0,"Other",0,"Other",0,"Other",90,0,0.8176879296,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,"Normal",0
"255","ibis London Greenwich",NA,"30 Stockwell Street, London, England, SE10 9JN, United Kingdom, 866-573-4235","London",5.5,8,"Very Good",399,4,179227,3,"51.479681,-0.008615",120,3,1,1,0,0,0,1,1,0,1,140.5582192,122.75,0,"Other",0,"Other",0,"Other",97,0,0.8733036084,125,1,80,25,0,0,6,1,1,0,2,0,0,0,7,5,2,2,0,"Normal",0
"256","ibis London Greenwich",NA,"30 Stockwell Street, London, England, SE10 9JN, United Kingdom, 866-573-4235","London",5.5,8,"Very Good",403,4,179227,3,"51.479681,-0.008615",120,3,1,1,0,0,0,1,1,0,1,140.5582192,122.75,0,"Other",0,"Other",0,"Other",97,0,0.8733036084,125,1,80,25,0,0,6,1,1,0,2,0,0,0,7,5,2,2,0,"Normal",0
"257","ibis London Stratford",NA,"1a Romford Road, Stratford, London, England, E15 4LJ, United Kingdom, 866-573-4235","Stratford",6.2,8,"Very Good",273,4,175060,2,"51.542113,0.004624",108,3,1,1,0,0,0,1,1,0,0,152.72,106.5,0,"Other",0,"Other",0,"Other",96,0,0.6973546359,73,6,49,58,0,0,5,20,107,0,0,3,8,1,1,0,2,0,36,"High",0
"258","ibis budget London Barking",NA,"Highbridge Road, Essex, Barking, England, IG11 7BA, United Kingdom, 866-573-4235","Barking",NA,7.2,"Good",277,3,434093,3,"51.534839,0.070542",130,3,0,1,0,0,0,1,0,0,1,58.25,47.66666667,0,"Other",0,"Other",0,"Other",75,0,0.8183118741,13,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Normal",0
